,LeagueId,SeasonId,RoundApiId
278,78,2024,78-2024-1
279,78,2024,78-2024-2
280,78,2024,78-2024-3
281,78,2024,78-2024-4
282,78,2024,78-2024-5
283,78,2024,78-2024-6
284,78,2024,78-2024-7
285,78,2024,78-2024-8
286,78,2024,78-2024-9
287,78,2024,78-2024-10
288,78,2024,78-2024-11
289,78,2024,78-2024-12
290,78,2024,78-2024-13
291,78,2024,78-2024-14
292,78,2024,78-2024-15
293,78,2024,78-2024-16
294,78,2024,78-2024-17
295,78,2024,78-2024-18
296,78,2024,78-2024-19
297,78,2024,78-2024-20
298,78,2024,78-2024-21
299,78,2024,78-2024-22
300,78,2024,78-2024-23
301,78,2024,78-2024-24
302,78,2024,78-2024-25
303,78,2024,78-2024-26
304,78,2024,78-2024-27
305,78,2024,78-2024-28
306,78,2024,78-2024-29
307,78,2024,78-2024-30
308,78,2024,78-2024-31
309,78,2024,78-2024-32
310,78,2024,78-2024-33
311,78,2024,78-2024-34
312,78,2024,78-2024--1
313,78,2025,78-2025-1
314,78,2025,78-2025-2
315,78,2025,78-2025-3
316,78,2025,78-2025-4
317,78,2025,78-2025-5
318,78,2025,78-2025-6
319,78,2025,78-2025-7
320,78,2025,78-2025-8
321,78,2025,78-2025-9
322,78,2025,78-2025-10
323,78,2025,78-2025-11
324,78,2025,78-2025-12
325,78,2025,78-2025-13
326,78,2025,78-2025-14
327,78,2025,78-2025-15
328,78,2025,78-2025-16
329,78,2025,78-2025-17
330,78,2025,78-2025-18
331,78,2025,78-2025-19
332,78,2025,78-2025-20
333,78,2025,78-2025-21
334,78,2025,78-2025-22
335,78,2025,78-2025-23
336,78,2025,78-2025-24
337,78,2025,78-2025-25
338,78,2025,78-2025-26
339,78,2025,78-2025-27
340,78,2025,78-2025-28
341,78,2025,78-2025-29
342,78,2025,78-2025-30
343,78,2025,78-2025-31
344,78,2025,78-2025-32
345,78,2025,78-2025-33
346,78,2025,78-2025-34
347,39,2016,39-2016-1
348,39,2016,39-2016-2
349,39,2016,39-2016-3
350,39,2016,39-2016-4
351,39,2016,39-2016-5
352,39,2016,39-2016-6
353,39,2016,39-2016-7
354,39,2016,39-2016-8
355,39,2016,39-2016-9
356,39,2016,39-2016-10
357,39,2016,39-2016-11
358,39,2016,39-2016-12
359,39,2016,39-2016-13
360,39,2016,39-2016-14
361,39,2016,39-2016-15
362,39,2016,39-2016-16
363,39,2016,39-2016-17
364,39,2016,39-2016-18
365,39,2016,39-2016-19
366,39,2016,39-2016-20
367,39,2016,39-2016-21
368,39,2016,39-2016-22
369,39,2016,39-2016-23
370,39,2016,39-2016-24
371,39,2016,39-2016-25
372,39,2016,39-2016-26
373,39,2016,39-2016-27
374,39,2016,39-2016-28
375,39,2016,39-2016-29
376,39,2016,39-2016-30
377,39,2016,39-2016-31
378,39,2016,39-2016-32
379,39,2016,39-2016-33
380,39,2016,39-2016-34
381,39,2016,39-2016-35
382,39,2016,39-2016-36
383,39,2016,39-2016-37
384,39,2016,39-2016-38
